cin,in_size,cout,out_size,kernel_size,stride,note
8,514,64,512,3,1,conv1
64,514,64,512,3,1,conv2
64,258,128,256,3,1,conv3
128,258,128,256,3,1,conv4
128,130,256,128,3,1,conv5
256,130,256,128,3,1,conv6
256,130,256,128,3,1,conv7
256,66,512,64,3,1,conv8
512,66,512,64,3,1,conv9
512,66,512,64,3,1,conv10
512,34,512,32,3,1,conv11
512,34,512,32,3,1,conv12
512,34,512,32,3,1,conv13
